# PROVENANCE -- reproducible from the original with tools/fielddata/extract_ride_fixture.py
#   source file    i188577527.fit (not committed: carries GPS and heart rate)
#   device         garmin_product 4440, firmware 32.2; recorded on 2026-09-20 (date only: the start
#                  time is dropped so relative seconds cannot be turned into clock times)
#   ours           developer_data_index 3, application_id 24ec02815a2643ac8e47d1f1bc7bceb4 (manifest id is fc13e61e7ca54c998c7a7c64f0ef4434)
#   CRC            verified by fitparse check_crc=True
#   values         record messages (FIT global 20) in file order; t = seconds since the
#                  first record; power = native field 7 (W); PCr_J / GLY_J = this app's
#                  developer fields 0 / 1, float32, written with 9 significant digits
#                  (exact round-trip)
#   absence        an EMPTY cell means the field was absent from that record; 0 W is a
#                  real power reading. Record fields latch (FACTS.md 3.3), so a repeated
#                  value can be a steady state or a re-emitted one.
#   columns        read BY NAME; a loader must refuse a row whose cell count differs
#                  from the header's.
#   cross-checks   records 11903; first PCr_J 5368, GLY_J 16104; last t 15140
t,power,PCr_J,GLY_J
13291,214,5224.58643,14398.1963
13292,245,5225.36426,14399.9707
13293,249,5225.55273,14401.4551
13294,249,5225.66553,14402.9004
13295,250,5225.77832,14404.3457
13296,260,5225.87256,14405.7832
13297,248,5183.42529,14383.1855
13298,225,5183.59619,14384.6582
13299,204,5184.32764,14386.3418
13300,193,5185.56592,14388.2246
13301,183,5187.06152,14390.21
13302,192,5188.78418,14392.2881
13303,205,5190.27734,14394.2783
13304,182,5191.45117,14396.1406
13305,155,5193.15723,14398.2236
13306,156,5195.46973,14400.5527
13307,148,5197.72705,14402.8672
13308,130,5200.13721,14405.252
13309,126,5202.91602,14407.792
13310,121,5205.73145,14410.3564
13311,113,5208.61182,14412.9629
13312,106,5211.60742,14415.626
13313,106,5214.69189,14418.3389
13314,104,5217.71582,14421.0479
13315,109,5220.72021,14423.7676
13316,117,5223.56738,14426.4453
13317,143,5226.20703,14429.0566
13318,140,5228.31055,14431.4482
13319,113,5230.43848,14433.8623
13320,99,5233.02637,14436.4932
13321,92,5235.81592,14439.2246
13322,98,5238.6709,14442.002
13323,101,5241.36182,14444.7314
13324,96,5243.94629,14447.4346
13325,21,5246.56055,14450.1699
13326,1,5250.32764,14453.3359
13327,0,5254.28271,14456.5732
13328,0,5258.12793,14459.8145
13329,0,5261.85107,14463.0557
13330,0,5265.44141,14466.2842
13331,0,5268.90723,14469.5029
13332,0,5272.25977,14472.7188
13333,139,5275.50244,14475.9316
13334,313,5276.92627,14478.29
13335,361,5186.86963,14436.7285
13336,254,5091.40137,14355.4658
13337,57,5091.43799,14356.9072
13338,29,5098.6543,14360.0508
13339,0,5106.70068,14363.3535
13340,0,5115.49268,14366.7744
13341,0,5123.99805,14370.1924
13342,0,5132.22656,14373.6074
13343,0,5140.16309,14377.0088
13344,0,5147.84863,14380.4102
13345,0,5155.26855,14383.8008
13346,0,5162.43262,14387.1816
13347,0,5169.36279,14390.5596
13348,0,5176.05371,14393.9277
13349,0,5182.53955,14397.2988
13350,0,5188.78857,14400.6533
13351,0,5194.83398,14404.0049
13352,0,5200.67627,14407.3496
13353,0,5206.32764,14410.6914
13354,1,5211.78369,14414.0225
13355,29,5217.03564,14417.3438
13356,221,5221.54785,14420.5312
13357,212,5222.20752,14422.2188
13358,205,5223.0376,14423.9863
13359,163,5223.99756,14425.8184
13360,88,5225.75049,14428.0352
13361,82,5228.89648,14430.8594
13362,93,5232.08691,14433.7227
13363,97,5235.00098,14436.499
13364,73,5237.7876,14439.248
13365,51,5240.9248,14442.1494
13366,3,5244.36035,14445.1797
13367,0,5248.48975,14448.4316
13368,0,5252.52539,14451.6855
13369,0,5256.43311,14454.9395
13370,0,5260.20508,14458.1836
13371,0,5263.8501,14461.4219
13372,0,5267.37256,14464.6533
13373,0,5270.77637,14467.8789
13374,0,5274.06543,14471.0977
13375,0,5277.24658,14474.3135
13376,13,5280.31152,14477.5137
13377,40,5283.1333,14480.668
13378,40,5286.00293,14483.8584
13379,85,5287.90967,14486.6436
13380,138,5289.71729,14489.3887
13381,158,5290.93359,14491.7354
13382,137,5291.92529,14493.9082
13383,186,5293.11768,14496.2568
13384,197,5293.80469,14498.1816
13385,184,5294.37598,14500.002
13386,188,5295.07129,14501.9404
13387,177,5295.72021,14503.8389
13388,144,5296.46924,14505.833
13389,103,5297.52441,14508.1064
13390,87,5298.94775,14510.6924
13391,96,5300.48975,14513.3838
13392,109,5301.9165,14516.0098
13393,131,5303.19922,14518.54
13394,130,5304.26758,14520.9004
13395,124,5305.32666,14523.2646
13396,104,5306.41846,14525.6719
13397,108,5307.65283,14528.2178
13398,113,5308.83398,14530.7383
13399,115,5309.95166,14533.2158
13400,129,5311.03369,14535.6777
13401,156,5311.98975,14538.0303
13402,149,5312.72607,14540.1553
13403,127,5313.50635,14542.3418
13404,130,5314.43457,14544.6973
13405,122,5315.32471,14547.0234
13406,136,5316.2583,14549.4121
13407,150,5317.07715,14551.6855
13408,143,5317.78906,14553.8457
13409,131,5318.53809,14556.0596
13410,139,5319.35547,14558.3662
13411,143,5320.10693,14560.6045
13412,164,5320.82129,14562.8086
13413,167,5321.39258,14564.8359
13414,182,5321.93896,14566.8379
13415,168,5322.38721,14568.7129
13416,156,5322.91602,14570.7012
13417,155,5323.51025,14572.7842
13418,165,5324.10303,14574.875
13419,148,5324.62939,14576.8809
13420,133,5325.24854,14579.0244
13421,121,5325.94287,14581.2773
13422,80,5326.69434,14583.6182
13423,80,5327.43311,14585.958
13424,65,5328.37891,14588.5625
13425,75,5329.38379,14591.2539
13426,63,5330.31055,14593.8809
13427,13,5331.27588,14596.5713
13428,25,5332.45898,14599.4834
13429,3,5333.55078,14602.3496
13451,,5333.55078,14602.3496
13452,0,5352.35498,14668.1152
13453,0,5352.88867,14670.9404
13510,,5352.88867,14670.9404
13511,294,5365.8667,14821.3936
13512,283,5255.29199,14770.4678
13513,293,5176.49316,14703.4287
13514,74,5107.21387,14621.6299
13515,0,5113.50488,14624.2051
13516,0,5122.18018,14627.1191
13517,0,5130.55273,14630.0244
13518,44,5138.64111,14632.9248
13519,152,5145.10059,14635.6377
13520,173,5148.17139,14637.668
13521,175,5150.58252,14639.5293
13522,162,5152.90479,14641.3682
13523,203,5155.58105,14643.3125
13524,192,5157.05762,14644.9209
13525,84,5158.83398,14646.6172
13526,0,5163.61523,14649.0967
13527,0,5170.56934,14651.9531
13528,0,5177.30078,14654.8096
13529,0,5183.82275,14657.6689
13530,0,5190.0918,14660.5088
13531,0,5196.1543,14663.3457
13532,0,5202.02197,14666.1826
13533,0,5207.69043,14669.0146
13534,55,5213.15479,14671.835
13535,223,5217.29932,14674.4268
13536,247,5217.94531,14675.8438
13537,215,5218.10596,14677.0723
13538,198,5218.90771,14678.5469
13539,177,5220.04443,14680.1553
13540,161,5221.59082,14681.9316
13541,146,5223.43359,14683.8271
13542,141,5225.54541,14685.835
13543,142,5227.71777,14687.8721
13544,136,5229.84082,14689.9014
13545,140,5232.04297,14691.9707
13546,137,5234.13916,14694.0107
13547,139,5236.25488,14696.0674
13548,129,5238.29834,14698.1025
13549,129,5240.48975,14700.2109
13550,2,5242.64453,14702.3164
13551,0,5246.89453,14705.0674
13552,0,5251.0293,14707.8174
13553,0,5255.03125,14710.5674
13554,0,5258.89258,14713.3086
13555,0,5262.61865,14716.042
13556,0,5266.22168,14718.7725
13557,0,5269.69824,14721.4951
13558,0,5273.06006,14724.2148
13559,0,5276.31055,14726.9326
13560,0,5279.44678,14729.6416
13561,0,5282.47607,14732.3457
13562,0,5285.40527,14735.0469
13563,0,5288.23145,14737.7402
13564,0,5290.9585,14740.4258
13565,160,5293.59521,14743.1084
13566,146,5294.54395,14744.9297
13567,148,5295.61865,14746.8496
13568,152,5296.65967,14748.7539
13569,149,5297.64648,14750.626
13570,134,5298.64795,14752.5166
13571,134,5299.7749,14754.5078
13572,133,5300.88232,14756.4941
13573,130,5301.9834,14758.4883
13574,128,5303.09082,14760.4961
13575,152,5304.19922,14762.5176
13576,157,5305.08203,14764.3701
13577,132,5305.90967,14766.1826
13578,134,5306.93701,14768.1699
13579,128,5307.92871,14770.1367
13580,106,5308.95508,14772.1445
13581,118,5310.13623,14774.2832
13582,131,5311.20166,14776.3467
13583,133,5312.14941,14778.3252
13584,118,5313.06445,14780.2832
13585,11,5314.07617,14782.3369
13586,0,5315.84717,14784.9043
13587,0,5317.63379,14787.4971
13588,0,5319.36279,14790.0898
13589,0,5321.0293,14792.6729
13590,0,5322.64209,14795.2559
13591,0,5324.19824,14797.8311
13592,0,5325.70117,14800.4014
13593,0,5327.15283,14802.9658
13594,0,5328.55469,14805.5254
13595,0,5329.90723,14808.0771
13596,0,5331.21631,14810.6299
13597,0,5332.479,14813.1748
13598,0,5333.69873,14815.7148
13599,0,5334.87646,14818.249
13600,0,5336.0127,14820.7764
13601,0,5337.1123,14823.3037
13602,0,5338.17334,14825.8232
13603,0,5339.19775,14828.3379
13604,110,5340.18652,14830.8457
13605,176,5340.73047,14832.8711
13606,177,5341.02051,14834.46
13607,143,5341.3042,14836.042
13608,130,5341.70703,14837.8525
13609,103,5342.15039,14839.7451
13610,40,5342.67969,14841.792
13611,40,5343.19873,14843.8379
13612,0,5343.91699,14846.1777
13613,0,5344.74658,14848.6572
13614,0,5345.54541,14851.125
13615,0,5346.31836,14853.5928
13616,0,5347.06348,14856.0508
13617,152,5347.78418,14858.5088
13618,128,5348.06494,14860.2275
13619,20,5348.40674,14862.0977
13620,0,5349.02783,14864.4785
13621,0,5349.68115,14866.9199
13622,0,5350.31104,14869.3516
13623,0,5350.92041,14871.7832
13624,0,5351.5083,14874.208
13625,0,5352.07617,14876.6279
13626,109,5352.62451,14879.043
13627,182,5352.92725,14880.9912
13628,183,5353.07568,14882.4814
13629,156,5353.22119,14883.9658
13630,152,5353.41846,14885.623
13631,152,5353.62158,14887.3076
13632,148,5353.82178,14888.9883
13633,143,5354.02637,14890.6904
13634,152,5354.23779,14892.4248
13635,145,5354.4292,14894.0967
13636,138,5354.63086,14895.8135
13637,152,5354.8418,14897.5674
13638,157,5355.0249,14899.2354
13639,175,5355.19678,14900.8672
13640,186,5355.33496,14902.3779
13641,207,5355.45312,14903.8164
13642,198,5355.53467,14905.1113
13643,184,5355.63086,14906.4648
13644,186,5355.74951,14907.9102
13645,207,5355.86377,14909.3408
13646,234,5355.94238,14910.6289
13647,238,5355.97656,14911.7402
13648,210,5356.00439,14912.8232
13649,177,5356.07715,14914.0879
13650,193,5356.20264,14915.5693
13651,246,5356.30176,14916.9463
13652,243,5356.31592,14917.9746
13653,210,5356.33496,14919.0205
13654,202,5356.40576,14920.2783
13655,185,5356.48877,14921.5898
13656,173,5356.59766,14923.0107
13657,178,5356.72412,14924.5098
13658,176,5356.84131,14925.9717
13659,158,5356.96045,14927.4463
13660,184,5357.10498,14929.0322
13661,225,5357.20996,14930.4521
13662,230,5357.25391,14931.6016
13663,222,5357.29004,14932.7178
13664,220,5357.33789,14933.8818
13665,213,5357.38867,14935.0615
13666,188,5357.44922,14936.2852
13667,21,5357.54492,14937.6689
13668,0,5357.87598,14939.8994
13669,0,5358.19678,14942.1299
13670,0,5358.53467,14944.4111
13671,0,5358.86182,14946.6953
13672,0,5359.17773,14948.9746
13673,189,5359.48193,14951.2451
13674,243,5359.55811,14952.6064
13675,221,5359.57178,14953.6211
13676,196,5359.61084,14954.7744
13677,150,5359.67773,14956.085
13678,150,5359.74414,14957.3916
13679,122,5359.86182,14958.9883
13680,115,5360.0083,14960.7412
13681,115,5360.16016,14962.5352
13682,126,5360.30859,14964.3203
13683,132,5360.44287,14966.0449
13684,152,5360.56885,14967.7334
13685,172,5360.67236,14969.3008
13686,180,5360.75488,14970.749
13687,168,5360.82861,14972.1426
13688,133,5360.91309,14973.6084
13689,129,5361.03027,14975.2783
13690,156,5361.03027,14975.2783
13691,189,5361.21582,14978.3457
13692,187,5361.27637,14979.6738
13693,182,5361.33838,14981.0137
13694,177,5361.4043,14982.3809
13695,179,5361.47412,14983.7803
13696,175,5361.5415,14985.1621
13697,154,5361.61182,14986.5684
13698,133,5361.69922,14988.1016
13699,134,5361.80322,14989.75
13700,155,5361.90527,14991.3936
13701,190,5361.98779,14992.9121
13702,241,5362.04102,14994.2168
13703,262,5362.05225,14995.207
13704,251,5308.42432,14970.5088
13705,231,5308.45654,14971.459
13706,224,5308.65039,14972.5322
13707,232,5308.89941,14973.6445
13708,232,5309.08398,14974.709
13709,237,5309.26758,14975.7715
13710,216,5309.41113,14976.8027
13711,190,5309.72119,14977.9639
13712,148,5310.23389,14979.2832
13713,116,5311.07275,14980.8613
13714,5,5312.146,14982.6143
13715,0,5314.04004,14984.8076
13716,0,5315.9082,14987.0117
13717,0,5317.7085,14989.207
13718,0,5319.44824,14991.4004
13719,0,5321.12646,14993.5869
13720,2,5322.75,14995.7734
13721,23,5324.30664,14997.9531
13722,24,5325.81738,15000.127
13723,77,5327.00586,15002.1504
13724,233,5327.99756,15004.0576
13725,230,5328.11719,15005.0879
13726,208,5328.25244,15006.1328
13727,221,5328.50635,15007.3125
13728,243,5328.68848,15008.4082
13729,190,5328.75244,15009.376
13730,139,5329.09863,15010.6611
13731,131,5329.71094,15012.2432
13732,150,5330.35596,15013.8682
13733,146,5330.89258,15015.3848
13734,149,5331.44238,15016.9238
13735,149,5331.96826,15018.4404
13736,150,5332.48779,15019.958
13737,141,5332.99414,15021.4668
13738,125,5333.53564,15023.0225
13739,112,5334.14453,15024.6631
13740,107,5334.80225,15026.3682
13741,118,5335.4707,15028.0967
13742,125,5336.07568,15029.7646
13743,0,5336.63965,15031.3955
13744,0,5337.72559,15033.5039
13745,0,5338.77686,15035.6143
13746,0,5339.78906,15037.7139
13747,0,5340.76709,15039.8115
13748,0,5341.71143,15041.9053
13749,0,5342.62305,15043.9951
13750,0,5343.50293,15046.0811
13751,0,5344.35254,15048.1621
13752,0,5345.17285,15050.2393
13753,0,5345.96484,15052.3125
13754,0,5346.72852,15054.3799
13755,0,5347.46729,15056.4473
13756,0,5348.18066,15058.5107
13757,0,5348.86865,15060.5674
13758,0,5349.53174,15062.6182
13759,0,5350.17334,15064.6689
13760,0,5350.79102,15066.71
13761,0,5351.38965,15068.7549
13762,0,5351.96582,15070.79
13763,0,5352.52246,15072.8232
13764,0,5353.05957,15074.8496
13765,0,5353.5791,15076.877
13766,0,5354.07959,15078.8955
13767,0,5354.56396,15080.916
13768,0,5355.03027,15082.9268
13769,0,5355.48145,15084.9375
13770,0,5355.91602,15086.9404
13771,0,5356.33545,15088.9395
13772,0,5356.74121,15090.9385
13773,0,5357.13184,15092.9297
13774,0,5357.50977,15094.9189
13775,0,5357.875,15096.9082
13776,0,5358.22656,15098.8877
13777,0,5358.56641,15100.8672
13778,0,5358.89404,15102.8389
13779,3,5359.21045,15104.8086
13780,233,5359.51221,15106.7656
13781,168,5359.5376,15107.7002
13782,0,5359.6377,15108.9893
13783,0,5359.92871,15110.9492
13784,0,5360.20898,15112.8994
13785,0,5360.48096,15114.8555
13786,0,5360.74219,15116.7979
13787,0,5360.99463,15118.7402
13788,0,5361.23828,15120.6787
13789,0,5361.47363,15122.6133
13790,0,5361.70117,15124.5459
13791,0,5361.91992,15126.4707
13792,0,5362.13135,15128.3936
13793,0,5362.33545,15130.3135
13794,0,5362.53271,15132.2314
13795,0,5362.72266,15134.1416
13796,0,5362.90625,15136.0498
13797,0,5363.08398,15137.9561
13798,92,5363.25488,15139.8545
13799,233,5363.36084,15141.4648
13800,249,5363.375,15142.3652
13801,210,5363.37891,15143.1826
13802,169,5363.40723,15144.2021
13803,9,5363.46094,15145.4404
13804,0,5363.61328,15147.3057
13805,0,5363.76611,15149.1875
13806,0,5363.91357,15151.0645
13807,0,5364.05615,15152.9414
13808,0,5364.19336,15154.8105
13809,0,5364.32617,15156.6797
13810,0,5364.4541,15158.542
13811,0,5364.57764,15160.4043
13812,0,5364.69678,15162.2607
13813,0,5364.81201,15164.1152
13814,0,5364.92285,15165.9629
13815,0,5365.03027,15167.8086
13816,0,5365.13379,15169.6504
13817,0,5365.23389,15171.4922
13818,0,5365.33008,15173.3213
13819,0,5365.42334,15175.1543
13820,0,5365.51318,15176.9795
13821,0,5365.6001,15178.8066
13822,0,5365.68359,15180.625
13823,0,5365.76465,15182.4414
13824,0,5365.84277,15184.2529
13825,0,5365.91797,15186.0664
13826,0,5365.99072,15187.8711
13827,0,5366.06055,15189.6719
13828,0,5366.12842,15191.4746
13829,0,5366.19385,15193.2686
13830,0,5366.25684,15195.0625
13831,0,5366.31787,15196.8486
13832,0,5366.37646,15198.6348
13833,0,5366.43311,15200.416
13834,0,5366.48779,15202.1934
13835,0,5366.54053,15203.9678
13836,0,5366.59131,15205.7383
13837,0,5366.64062,15207.5039
13838,0,5366.68799,15209.2676
13839,0,5366.73389,15211.0293
13840,0,5366.77832,15212.7861
13841,0,5366.8208,15214.5381
13842,0,5366.86182,15216.2881
13843,88,5366.90186,15218.0361
13844,218,5366.92676,15219.5293
13845,297,5366.93213,15220.4297
13846,297,5256.6377,15169.6328
13847,61,5172.104,15097.7451
13848,85,5177.27441,15099.541
13849,214,5181.70752,15101.251
13850,343,5182.74805,15102.293
13851,334,5079.51953,15009.7158
13852,315,4997.11133,14909.1787
13853,311,4933.06055,14813.5352
13854,296,4877.40088,14717.5576
13855,248,4831.84473,14630.0811
13856,203,4832.34668,14631.3428
13857,172,4836.06787,14632.9648
13858,142,4841.96631,14634.8379
13859,205,4849.90088,14636.9414
13860,243,4853.35889,14638.5391
13861,234,4854.18408,14639.8311
13862,213,4855.62891,14641.1953
13863,199,4858.50488,14642.7246
13864,146,4862.31836,14644.3672
13865,105,4869.68604,14646.4287
13866,106,4879.65869,14648.7734
13867,132,4889.396,14651.1143
13868,146,4897.2749,14653.2715
13869,106,4904.13574,14655.3203
13870,87,4913.36963,14657.6465
13871,75,4923.59473,14660.0918
13872,72,4934.28369,14662.5977
13873,85,4944.90137,14665.1182
13874,94,4954.51465,14667.5576
13875,94,4963.9292,14669.998
13876,100,4972.62598,14672.376
13877,195,4980.82715,14674.7148
13878,166,4983.93945,14676.3545
13879,144,4988.51025,14678.2178
13880,143,4994.14893,14680.2461
13881,184,4999.771,14682.2852
13882,184,5003.26465,14683.998
13883,136,5006.73535,14685.7139
13884,159,5012.48633,14687.7881
13885,159,5018.15186,14689.8604
13886,253,5022.6499,14691.7607
13887,276,5022.74219,14692.9316
13888,280,4956.07764,14661.7344
13889,211,4902.70508,14615.9727
13890,170,4905.43848,14617.5449
13891,146,4910.67773,14619.4502
13892,154,4917.34033,14621.5488
13893,147,4923.4126,14623.5781
13894,124,4929.8374,14625.665
13895,63,4937.50391,14627.916
13896,0,4948.54443,14630.5459
13897,0,4959.30322,14633.1709
13898,0,4973.22705,14636.0645
13899,0,4986.66504,14638.9502
13900,0,4999.67285,14641.8359
13901,0,5012.22607,14644.7129
13902,0,5024.34082,14647.5811
13903,0,5036.06738,14650.4492
13904,0,5047.37305,14653.3066
13905,0,5058.31641,14656.1641
13906,0,5068.86719,14659.0098
13907,0,5079.07959,14661.8555
13908,0,5088.93506,14664.6924
13909,0,5098.45508,14667.5244
13910,0,5107.64258,14670.3477
13911,0,5116.52686,14673.168
13912,0,5125.11719,14675.9863
13913,0,5133.40723,14678.7959
13914,0,5141.40723,14681.5977
13915,0,5149.15039,14684.3994
13916,0,5156.62256,14687.1924
13917,0,5163.8335,14689.9775
13918,0,5170.80615,14692.7598
13919,0,5177.54834,14695.5391
13920,0,5184.0542,14698.3105
13921,0,5190.33252,14701.0732
13922,0,5196.39697,14703.8311
13923,0,5202.27246,14706.5918
13924,0,5207.93066,14709.3389
13925,0,5213.40723,14712.0859
13926,0,5218.68652,14714.8223
13927,0,5223.79639,14717.5586
13928,0,5228.72705,14720.2861
13929,0,5233.48975,14723.0088
13930,0,5238.08545,14725.7236
13931,0,5242.5293,14728.4355
13983,,5242.5293,14728.4355
13984,232,5347.81201,14863.4023
13985,239,5347.87451,14864.5693
13986,296,5347.91797,14865.6885
13987,227,5241.43945,14816.6494
13988,158,5241.9165,14817.8965
13989,254,5243.56348,14819.6318
13990,224,5243.58008,14820.6895
13991,199,5244.09961,14821.9531
13992,175,5245.03516,14823.3955
13993,36,5246.35889,14825.0039
13994,0,5249.95117,14827.3994
13995,0,5254.00293,14829.9082
13996,0,5257.91992,14832.415
13997,0,5261.70605,14834.9189
13998,0,5265.35889,14837.416
13999,0,5268.8833,14839.9053
14000,0,5272.29004,14842.3926
14001,0,5275.58008,14844.875
14002,0,5278.76074,14847.3545
14003,0,5281.8291,14849.8271
14004,0,5284.79248,14852.2949
14005,0,5287.70166,14854.7998
14006,0,5290.41455,14857.2139
14007,0,5293.08057,14859.6641
14008,0,5295.66064,14862.1143
14009,0,5298.15186,14864.5605
14010,0,5300.55273,14866.9971
14011,0,5302.87598,14869.4336
14012,0,5305.11719,14871.8623
14013,0,5307.2793,14874.2842
14014,0,5309.37158,14876.7061
14015,0,5311.39014,14879.1211
14016,0,5313.33936,14881.5312
14017,0,5315.22168,14883.9365
14018,0,5317.0376,14886.335
14019,0,5318.79443,14888.7334
14020,0,5320.48779,14891.1221
14021,0,5322.12598,14893.5107
14022,0,5323.70654,14895.8926
14023,0,5325.23291,14898.2695
14024,0,5326.70654,14900.6416
14025,0,5328.12988,14903.0088
14026,0,5329.50293,14905.3691
14027,0,5330.83105,14907.7295
14028,0,5332.1123,14910.083
14029,0,5333.34961,14912.4316
14030,0,5334.54346,14914.7734
14031,0,5335.69824,14917.1152
14032,0,5336.8125,14919.4502
14033,0,5337.88721,14921.7783
14034,0,5338.92676,14924.1064
14035,0,5339.92969,14926.4277
14036,0,5340.89746,14928.7422
14037,0,5341.83252,14931.0547
14038,0,5342.73535,14933.3623
14039,0,5343.6084,14935.668
14040,0,5344.4502,14937.9668
14041,0,5345.26221,14940.2588
14042,6,5346.04736,14942.5488
14043,84,5346.78809,14944.8193
14044,192,5347.27881,14946.7891
14045,228,5347.45557,14948.1348
14046,321,5347.53076,14949.248
14047,313,5218.19385,14896.2051
14048,295,5126.42236,14818.1602
14049,281,5058.75,14738.2578
14050,289,5006.22363,14661.5684
14051,290,4956.88086,14577.8721
14052,292,4911.89893,14492.5703
14053,291,4869.96924,14405.9521
14054,253,4831.30762,14320.5352
14055,266,4831.44922,14322.0137
14056,312,4801.13428,14260.0615
14057,301,4758.79492,14167.3193
14058,267,4722.28516,14082.8096
14059,249,4697.70068,14023.3164
14060,265,4698.22363,14025.083
14061,303,4674.17334,13972.2939
14062,321,4640.37988,13893.9434
14063,313,4603.0957,13803.5986
14064,306,4569.75,13719.8467
14065,315,4539.63867,13641.959
14066,315,4508.25635,13558.7939
14067,310,4477.87695,13476.6543
14068,307,4449.72168,13399.2461
14069,319,4423.22021,13325.3672
14070,312,4394.021,13243.0078
14071,287,4367.81494,13168.376
14072,283,4348.42285,13112.6963
14073,302,4330.62695,13061.248
14074,316,4308.44189,12996.7402
14075,327,4283.16406,12922.8809
14076,316,4255.52002,12841.7764
14077,312,4231.12793,12769.9648
14078,292,4208.17285,12702.1865
14079,296,4190.62256,12650.2393
14080,298,4172.39453,12596.1729
14081,312,4154.03125,12541.6104
14082,316,4132.42285,12477.3105
14083,307,4110.1792,12411.0371
14084,295,4090.44116,12352.167
14085,308,4073.98926,12303.0537
14086,310,4054.53784,12244.9424
14087,314,4034.83594,12186.0449
14088,295,4014.37158,12124.835
14089,287,3998.88086,12078.4795
14090,293,3985.61401,12038.7646
14091,292,3971.06714,11995.2031
14092,292,3956.7207,11952.2295
14093,279,3942.83032,11910.6123
14094,283,3932.35254,11879.2139
14095,292,3921.07202,11845.4033
14096,303,3907.69824,11805.3135
14097,290,3891.71997,11757.4102
14098,274,3879.16528,11719.7676
14099,277,3870.77002,11694.5938
14100,288,3861.75977,11667.5742
14101,253,3850.12549,11632.6826
14102,175,3850.48486,11636.3887
14103,246,3864.84497,11641.999
14104,262,3866.44873,11645.8662
14105,261,3859.85107,11632.668
14106,232,3854.06738,11620.2119
14107,223,3858.18774,11624.4316
14108,210,3863.90576,11628.8682
14109,173,3871.91748,11633.623
14110,134,3886.45581,11639.2969
14111,131,3907.66309,11645.8701
14112,150,3929.13257,11652.5127
14113,179,3947.0144,11658.7012
14114,183,3959.82495,11664.1963
14115,170,3971.83057,11669.5762
14116,153,3985.91357,11675.2773
14117,201,4002.62988,11681.3701
14118,188,4011.36621,11686.2861
14119,169,4022.14893,11691.5215
14120,164,4035.89551,11697.2188
14121,158,4050.26758,11703.0166
14122,160,4065.45532,11708.96
14123,165,4080.13281,11714.8369
14124,187,4093.89771,11720.5938
14125,191,4104.18896,11725.8125
14126,170,4113.80811,11730.9336
14127,90,4126.46387,11736.5449
14128,189,4150.81201,11743.8672
14129,198,4160.37207,11749.0156
14130,64,4168.54932,11753.9287
14131,0,4195.79639,11761.6631
14132,0,4231.39258,11770.2148
14133,0,4265.88525,11778.7412
14134,0,4299.34229,11787.251
14135,86,4331.79395,11795.7441
14136,187,4352.65479,11803.0381
14137,145,4360.89014,11808.1641
14138,110,4374.06738,11814.2412
14139,24,4391.26465,11821.0645
14140,0,4418.1416,11829.2197
14141,0,4447.03223,11837.6299
14142,0,4475.05322,11846.0234
14143,0,4502.25684,11854.4092
14144,0,4528.58838,11862.7617
14145,0,4554.17773,11871.1143
14146,0,4578.97021,11879.4424
14147,0,4602.9917,11887.7461
14148,0,4626.28906,11896.0332
14149,0,4648.92871,11904.3203
14150,0,4670.88428,11912.5918
14151,0,4692.15527,11920.8379
14152,0,4712.78369,11929.0684
14153,0,4732.78906,11937.2822
14154,0,4752.18945,11945.4805
14155,0,4771.00342,11953.6621
14156,0,4789.23047,11961.8193
14157,0,4806.92383,11969.9688
14158,0,4824.09863,11978.1104
14159,0,4840.72021,11986.2197
14160,0,4856.85449,11994.3213
14161,0,4872.51562,12002.415
14162,0,4887.67139,12010.4766
14163,0,4902.38281,12018.5303
14164,0,4916.64795,12026.5684
14165,0,4930.48047,12034.5908
14166,0,4943.90625,12042.6055
14167,0,4956.91162,12050.5957
14168,0,4969.52197,12058.5703
14169,0,4981.76123,12066.5371
14170,0,4993.60498,12074.4727
14171,0,5005.1001,12082.4004
14172,0,5016.24561,12090.3125
14173,0,5027.05225,12098.209
14174,0,5037.53027,12106.0898
14175,0,5047.6792,12113.9482
14176,0,5057.5293,12121.7988
14177,0,5067.0791,12129.6338
14178,0,5076.33838,12137.4531
14179,0,5085.32422,12145.2646
14180,0,5094.01855,12153.0459
14181,0,5102.44824,12160.8115
14182,0,5110.64502,12168.585
14183,0,5118.57568,12176.3281
14184,0,5126.24902,12184.04
14185,154,5133.71045,12191.7598
14186,186,5136.56982,12197.1162
14187,160,5138.50537,12201.7988
14188,142,5141.14062,12207.0166
14189,115,5144.24609,12212.6064
14190,1,5148.03809,12218.6992
14191,0,5154.80273,12226.334
14192,0,5161.38086,12233.9561
14193,0,5167.76416,12241.5703
14194,0,5173.95215,12249.1699
14195,0,5179.95654,12256.7617
14196,0,5185.771,12264.3311
14197,0,5191.40186,12271.8779
14198,0,5196.86572,12279.418
14199,0,5202.16748,12286.9502
14200,0,5207.30127,12294.46
14201,0,5212.27734,12301.9551
14202,0,5217.10107,12309.4355
14203,0,5221.77197,12316.8936
14204,0,5226.3042,12324.3447
14205,0,5230.69727,12331.7812
14206,0,5234.95508,12339.2031
14207,0,5239.08203,12346.6104
14208,0,5243.07812,12353.9961
14209,0,5246.95947,12361.3818
14210,142,5250.72119,12368.7529
14211,232,5252.33545,12374.1055
14212,205,5252.65967,12377.6152
14213,221,5253.36182,12381.6738
14214,228,5253.8374,12385.4053
14215,239,5254.21289,12388.9854
14216,257,5254.43457,12392.3408
14217,297,5189.65527,12362.5068
